"","Date","Open","High","Low","Close","Volume"
"7017",1972-10-20,4324.8,4324.8,4324.8,4324.8,NA
"7018",1972-10-23,4415,4415,4415,4415,NA
"7019",1972-10-24,4424.3,4424.3,4424.3,4424.3,NA
"7020",1972-10-25,4442.4,4442.4,4442.4,4442.4,NA
"7021",1972-10-26,4439.2,4439.2,4439.2,4439.2,NA
"7022",1972-10-27,4455,4455,4455,4455,NA
"7023",1972-10-30,4522.2,4522.2,4522.2,4522.2,NA
"7024",1972-10-31,4538,4538,4538,4538,NA
"7025",1972-11-01,4541.8,4541.8,4541.8,4541.8,NA
"7026",1972-11-02,4547.9,4547.9,4547.9,4547.9,NA
"7027",1972-11-06,4543.8,4543.8,4543.8,4543.8,NA
"7028",1972-11-08,4555.9,4555.9,4555.9,4555.9,NA
"7029",1972-11-09,4564.5,4564.5,4564.5,4564.5,NA
"7030",1972-11-10,4540.1,4540.1,4540.1,4540.1,NA
"7031",1972-11-13,4553.8,4553.8,4553.8,4553.8,NA
"7032",1972-11-14,4555,4555,4555,4555,NA
"7033",1972-11-15,4602.8,4602.8,4602.8,4602.8,NA
"7034",1972-11-16,4589.3,4589.3,4589.3,4589.3,NA
"7035",1972-11-17,4585.9,4585.9,4585.9,4585.9,NA
"7036",1972-11-20,4591,4591,4591,4591,NA
"7037",1972-11-21,4618.2,4618.2,4618.2,4618.2,NA
"7038",1972-11-22,4667.7,4667.7,4667.7,4667.7,NA
"7039",1972-11-24,4731.4,4731.4,4731.4,4731.4,NA
"7040",1972-11-27,4742.2,4742.2,4742.2,4742.2,NA
"7041",1972-11-28,4816.7,4816.7,4816.7,4816.7,NA
"7042",1972-11-29,4879.2,4879.2,4879.2,4879.2,NA
"7043",1972-11-30,4868.9,4868.9,4868.9,4868.9,NA
"7044",1972-12-01,4781.4,4781.4,4781.4,4781.4,NA
"7045",1972-12-04,4872.5,4872.5,4872.5,4872.5,NA
"7046",1972-12-05,4881.3,4881.3,4881.3,4881.3,NA
"7047",1972-12-06,4902.8,4902.8,4902.8,4902.8,NA
"7048",1972-12-07,4838.8,4838.8,4838.8,4838.8,NA
"7049",1972-12-08,4862.4,4862.4,4862.4,4862.4,NA
"7050",1972-12-11,4859.4,4859.4,4859.4,4859.4,NA
"7051",1972-12-12,4866.7,4866.7,4866.7,4866.7,NA
"7052",1972-12-13,4869.8,4869.8,4869.8,4869.8,NA
"7053",1972-12-14,4892,4892,4892,4892,NA
"7054",1972-12-15,4909.2,4909.2,4909.2,4909.2,NA
"7055",1972-12-18,4923.4,4923.4,4923.4,4923.4,NA
"7056",1972-12-19,4920.8,4920.8,4920.8,4920.8,NA
"7057",1972-12-20,4959.2,4959.2,4959.2,4959.2,NA
"7058",1972-12-21,4965,4965,4965,4965,NA
"7059",1972-12-22,5025.5,5025.5,5025.5,5025.5,NA
"7060",1972-12-26,5106.7,5106.7,5106.7,5106.7,NA
"7061",1972-12-27,5194.4,5194.4,5194.4,5194.4,NA
"7062",1973-01-04,5252.8,5252.8,5252.8,5252.8,NA
"7063",1973-01-05,5253.1,5253.1,5253.1,5253.1,NA
"7064",1973-01-08,5307.2,5307.2,5307.2,5307.2,NA
"7065",1973-01-09,5273.1,5273.1,5273.1,5273.1,NA
"7066",1973-01-10,5243.1,5243.1,5243.1,5243.1,NA
"7067",1973-01-11,5244.3,5244.3,5244.3,5244.3,NA
"7068",1973-01-12,5251.7,5251.7,5251.7,5251.7,NA
"7069",1973-01-16,5188.4,5188.4,5188.4,5188.4,NA
"7070",1973-01-17,5215.4,5215.4,5215.4,5215.4,NA
"7071",1973-01-18,5188.9,5188.9,5188.9,5188.9,NA
"7072",1973-01-19,5290.8,5290.8,5290.8,5290.8,NA
"7073",1973-01-22,5270.5,5270.5,5270.5,5270.5,NA
"7074",1973-01-23,5267.7,5267.7,5267.7,5267.7,NA
"7075",1973-01-24,5289.7,5289.7,5289.7,5289.7,NA
"7076",1973-01-26,5236.8,5236.8,5236.8,5236.8,NA
"7077",1973-01-29,5349.5,5349.5,5349.5,5349.5,NA
"7078",1973-01-30,5292,5292,5292,5292,NA
"7079",1973-01-31,5415.2,5415.2,5415.2,5415.2,NA
"7080",1973-02-01,5086.1,5086.1,5086.1,5086.1,NA
"7081",1973-02-02,4829.5,4829.5,4829.5,4829.5,NA
"7082",1973-02-05,4949.8,4949.8,4949.8,4949.8,NA
"7083",1973-02-06,4891.3,4891.3,4891.3,4891.3,NA
"7084",1973-02-07,4832.5,4832.5,4832.5,4832.5,NA
"7085",1973-02-08,4903.1,4903.1,4903.1,4903.1,NA
"7086",1973-02-09,4843.5,4843.5,4843.5,4843.5,NA
"7087",1973-02-12,4985.4,4985.4,4985.4,4985.4,NA
"7088",1973-02-13,4993.7,4993.7,4993.7,4993.7,NA
"7089",1973-02-14,4984.9,4984.9,4984.9,4984.9,NA
"7090",1973-02-15,5113.5,5113.5,5113.5,5113.5,NA
"7091",1973-02-16,5187.3,5187.3,5187.3,5187.3,NA
"7092",1973-02-20,5334.7,5334.7,5334.7,5334.7,NA
"7093",1973-02-21,5298.9,5298.9,5298.9,5298.9,NA
"7094",1973-02-22,5278.2,5278.2,5278.2,5278.2,NA
"7095",1973-02-23,5215,5215,5215,5215,NA
"7096",1973-02-26,5129.3,5129.3,5129.3,5129.3,NA
"7097",1973-02-27,5194.9,5194.9,5194.9,5194.9,NA
"7098",1973-02-28,5121.3,5121.3,5121.3,5121.3,NA
"7099",1973-03-02,5024.1,5024.1,5024.1,5024.1,NA
"7100",1973-03-05,4771.6,4771.6,4771.6,4771.6,NA
"7101",1973-03-06,4886.9,4886.9,4886.9,4886.9,NA
"7102",1973-03-07,4950.7,4950.7,4950.7,4950.7,NA
"7103",1973-03-08,4964.5,4964.5,4964.5,4964.5,NA
"7104",1973-03-09,4987.4,4987.4,4987.4,4987.4,NA
"7105",1973-03-12,5003.5,5003.5,5003.5,5003.5,NA
"7106",1973-03-13,5050.6,5050.6,5050.6,5050.6,NA
"7107",1973-03-14,5096.3,5096.3,5096.3,5096.3,NA
"7108",1973-03-19,5123.5,5123.5,5123.5,5123.5,NA
"7109",1973-03-20,5131,5131,5131,5131,NA
"7110",1973-03-22,5101.3,5101.3,5101.3,5101.3,NA
"7111",1973-03-23,5060.2,5060.2,5060.2,5060.2,NA
"7112",1973-03-26,5066,5066,5066,5066,NA
"7113",1973-03-27,5082,5082,5082,5082,NA
"7114",1973-03-28,5116.8,5116.8,5116.8,5116.8,NA
"7115",1973-03-29,5177.5,5177.5,5177.5,5177.5,NA
"7116",1973-03-30,5233.8,5233.8,5233.8,5233.8,NA
"7117",1973-04-02,5181.7,5181.7,5181.7,5181.7,NA
"7118",1973-04-03,5162.7,5162.7,5162.7,5162.7,NA
"7119",1973-04-04,5090.2,5090.2,5090.2,5090.2,NA
"7120",1973-04-05,5013,5013,5013,5013,NA
"7121",1973-04-06,5023.1,5023.1,5023.1,5023.1,NA
"7122",1973-04-09,4988.6,4988.6,4988.6,4988.6,NA
"7123",1973-04-10,4915.9,4915.9,4915.9,4915.9,NA
"7124",1973-04-11,4906.5,4906.5,4906.5,4906.5,NA
"7125",1973-04-12,4793.6,4793.6,4793.6,4793.6,NA
"7126",1973-04-13,4735.6,4735.6,4735.6,4735.6,NA
"7127",1973-04-16,4539.4,4539.4,4539.4,4539.4,NA
"7128",1973-04-17,4599.9,4599.9,4599.9,4599.9,NA
"7129",1973-04-18,4735.5,4735.5,4735.5,4735.5,NA
"7130",1973-04-19,4727.5,4727.5,4727.5,4727.5,NA
"7131",1973-04-23,4495.2,4495.2,4495.2,4495.2,NA
"7132",1973-04-24,4435.8,4435.8,4435.8,4435.8,NA
"7133",1973-04-25,4374.8,4374.8,4374.8,4374.8,NA
"7134",1973-04-26,4499.4,4499.4,4499.4,4499.4,NA
"7135",1973-04-27,4570.3,4570.3,4570.3,4570.3,NA
"7136",1973-05-01,4594.6,4594.6,4594.6,4594.6,NA
"7137",1973-05-02,4601.9,4601.9,4601.9,4601.9,NA
"7138",1973-05-04,4655.4,4655.4,4655.4,4655.4,NA
"7139",1973-05-07,4671,4671,4671,4671,NA
"7140",1973-05-08,4669.6,4669.6,4669.6,4669.6,NA
"7141",1973-05-09,4637,4637,4637,4637,NA
"7142",1973-05-10,4663.3,4663.3,4663.3,4663.3,NA
"7143",1973-05-11,4694.2,4694.2,4694.2,4694.2,NA
"7144",1973-05-14,4767.8,4767.8,4767.8,4767.8,NA
"7145",1973-05-15,4701.1,4701.1,4701.1,4701.1,NA
"7146",1973-05-16,4772.9,4772.9,4772.9,4772.9,NA
"7147",1973-05-17,4740.2,4740.2,4740.2,4740.2,NA
"7148",1973-05-18,4774.9,4774.9,4774.9,4774.9,NA
"7149",1973-05-21,4667.5,4667.5,4667.5,4667.5,NA
"7150",1973-05-22,4675.2,4675.2,4675.2,4675.2,NA
"7151",1973-05-23,4646.4,4646.4,4646.4,4646.4,NA
"7152",1973-05-24,4593.2,4593.2,4593.2,4593.2,NA
"7153",1973-05-25,4627.4,4627.4,4627.4,4627.4,NA
"7154",1973-05-29,4626.2,4626.2,4626.2,4626.2,NA
"7155",1973-05-30,4613.4,4613.4,4613.4,4613.4,NA
"7156",1973-05-31,4557.3,4557.3,4557.3,4557.3,NA
"7157",1973-06-01,4546.7,4546.7,4546.7,4546.7,NA
"7158",1973-06-04,4500.5,4500.5,4500.5,4500.5,NA
"7159",1973-06-05,4542.6,4542.6,4542.6,4542.6,NA
"7160",1973-06-06,4599.9,4599.9,4599.9,4599.9,NA
"7161",1973-06-07,4623.7,4623.7,4623.7,4623.7,NA
"7162",1973-06-08,4625.8,4625.8,4625.8,4625.8,NA
"7163",1973-06-11,4606.1,4606.1,4606.1,4606.1,NA
"7164",1973-06-12,4571.4,4571.4,4571.4,4571.4,NA
"7165",1973-06-13,4611.1,4611.1,4611.1,4611.1,NA
"7166",1973-06-14,4587.9,4587.9,4587.9,4587.9,NA
"7167",1973-06-15,4582,4582,4582,4582,NA
"7168",1973-06-18,4543,4543,4543,4543,NA
"7169",1973-06-19,4553.7,4553.7,4553.7,4553.7,NA
"7170",1973-06-20,4582.8,4582.8,4582.8,4582.8,NA
"7171",1973-06-21,4597,4597,4597,4597,NA
"7172",1973-06-22,4668.8,4668.8,4668.8,4668.8,NA
"7173",1973-06-25,4687.2,4687.2,4687.2,4687.2,NA
"7174",1973-06-26,4637.7,4637.7,4637.7,4637.7,NA
"7175",1973-06-27,4677,4677,4677,4677,NA
"7176",1973-06-28,4681.3,4681.3,4681.3,4681.3,NA
"7177",1973-06-29,4675.1,4675.1,4675.1,4675.1,NA
"7178",1973-07-02,4688.8,4688.8,4688.8,4688.8,NA
"7179",1973-07-03,4722.9,4722.9,4722.9,4722.9,NA
"7180",1973-07-05,4748.4,4748.4,4748.4,4748.4,NA
"7181",1973-07-06,4754.2,4754.2,4754.2,4754.2,NA
"7182",1973-07-09,4778,4778,4778,4778,NA
"7183",1973-07-10,4792.5,4792.5,4792.5,4792.5,NA
"7184",1973-07-11,4863.3,4863.3,4863.3,4863.3,NA
"7185",1973-07-12,4912.3,4912.3,4912.3,4912.3,NA
"7186",1973-07-13,4943.5,4943.5,4943.5,4943.5,NA
"7187",1973-07-16,4965.3,4965.3,4965.3,4965.3,NA
"7188",1973-07-17,4972.9,4972.9,4972.9,4972.9,NA
"7189",1973-07-18,4962.5,4962.5,4962.5,4962.5,NA
"7190",1973-07-19,4989.8,4989.8,4989.8,4989.8,NA
"7191",1973-07-20,5015.8,5015.8,5015.8,5015.8,NA
"7192",1973-07-23,5000.2,5000.2,5000.2,5000.2,NA
"7193",1973-07-24,5007.1,5007.1,5007.1,5007.1,NA
"7194",1973-07-25,5035.9,5035.9,5035.9,5035.9,NA
"7195",1973-07-26,5089.6,5089.6,5089.6,5089.6,NA
"7196",1973-07-27,5123.2,5123.2,5123.2,5123.2,NA
"7197",1973-07-30,5108.4,5108.4,5108.4,5108.4,NA
"7198",1973-07-31,5041.1,5041.1,5041.1,5041.1,NA
"7199",1973-08-01,4972.8,4972.8,4972.8,4972.8,NA
"7200",1973-08-02,5021,5021,5021,5021,NA
"7201",1973-08-03,4983.9,4983.9,4983.9,4983.9,NA
"7202",1973-08-06,4946,4946,4946,4946,NA
"7203",1973-08-07,4956.4,4956.4,4956.4,4956.4,NA
"7204",1973-08-08,4972.1,4972.1,4972.1,4972.1,NA
"7205",1973-08-09,4972.9,4972.9,4972.9,4972.9,NA
"7206",1973-08-10,4926,4926,4926,4926,NA
"7207",1973-08-13,4908.3,4908.3,4908.3,4908.3,NA
"7208",1973-08-14,4915.4,4915.4,4915.4,4915.4,NA
"7209",1973-08-15,4912.2,4912.2,4912.2,4912.2,NA
"7210",1973-08-16,4957,4957,4957,4957,NA
"7211",1973-08-17,4834.4,4834.4,4834.4,4834.4,NA
"7212",1973-08-20,4828.7,4828.7,4828.7,4828.7,NA
"7213",1973-08-21,4874.3,4874.3,4874.3,4874.3,NA
"7214",1973-08-22,4893.9,4893.9,4893.9,4893.9,NA
"7215",1973-08-23,4865.3,4865.3,4865.3,4865.3,NA
"7216",1973-08-24,4828,4828,4828,4828,NA
"7217",1973-08-27,4829.7,4829.7,4829.7,4829.7,NA
"7218",1973-08-28,4832.4,4832.4,4832.4,4832.4,NA
"7219",1973-08-29,4870.9,4870.9,4870.9,4870.9,NA
"7220",1973-08-30,4889.2,4889.2,4889.2,4889.2,NA
"7221",1973-08-31,4882.1,4882.1,4882.1,4882.1,NA
"7222",1973-09-04,4785.8,4785.8,4785.8,4785.8,NA
"7223",1973-09-05,4678.6,4678.6,4678.6,4678.6,NA
"7224",1973-09-06,4677.6,4677.6,4677.6,4677.6,NA
"7225",1973-09-10,4686.4,4686.4,4686.4,4686.4,NA
"7226",1973-09-11,4587.4,4587.4,4587.4,4587.4,NA
"7227",1973-09-12,4646.3,4646.3,4646.3,4646.3,NA
"7228",1973-09-13,4620.9,4620.9,4620.9,4620.9,NA
"7229",1973-09-14,4644.1,4644.1,4644.1,4644.1,NA
"7230",1973-09-17,4623.8,4623.8,4623.8,4623.8,NA
"7231",1973-09-18,4557.9,4557.9,4557.9,4557.9,NA
"7232",1973-09-19,4516.1,4516.1,4516.1,4516.1,NA
"7233",1973-09-20,4444.8,4444.8,4444.8,4444.8,NA
"7234",1973-09-21,4393.4,4393.4,4393.4,4393.4,NA
"7235",1973-09-25,4472.8,4472.8,4472.8,4472.8,NA
"7236",1973-09-26,4515.4,4515.4,4515.4,4515.4,NA
"7237",1973-09-27,4622.6,4622.6,4622.6,4622.6,NA
"7238",1973-09-28,4617.3,4617.3,4617.3,4617.3,NA
"7239",1973-10-01,4582.7,4582.7,4582.7,4582.7,NA
"7240",1973-10-02,4606.5,4606.5,4606.5,4606.5,NA
"7241",1973-10-03,4643.7,4643.7,4643.7,4643.7,NA
"7242",1973-10-04,4619,4619,4619,4619,NA
"7243",1973-10-05,4562.1,4562.1,4562.1,4562.1,NA
"7244",1973-10-08,4509.3,4509.3,4509.3,4509.3,NA
"7245",1973-10-09,4493,4493,4493,4493,NA
"7246",1973-10-11,4487.9,4487.9,4487.9,4487.9,NA
"7247",1973-10-12,4452.6,4452.6,4452.6,4452.6,NA
"7248",1973-10-15,4468.4,4468.4,4468.4,4468.4,NA
"7249",1973-10-16,4477.6,4477.6,4477.6,4477.6,NA
"7250",1973-10-17,4482.8,4482.8,4482.8,4482.8,NA
"7251",1973-10-18,4516,4516,4516,4516,NA
"7252",1973-10-19,4552.2,4552.2,4552.2,4552.2,NA
"7253",1973-10-22,4549.5,4549.5,4549.5,4549.5,NA
"7254",1973-10-23,4595.5,4595.5,4595.5,4595.5,NA
"7255",1973-10-24,4661.6,4661.6,4661.6,4661.6,NA
"7256",1973-10-25,4667.1,4667.1,4667.1,4667.1,NA
"7257",1973-10-26,4628.5,4628.5,4628.5,4628.5,NA
"7258",1973-10-29,4638.3,4638.3,4638.3,4638.3,NA
"7259",1973-10-30,4702.9,4702.9,4702.9,4702.9,NA
"7260",1973-10-31,4699.7,4699.7,4699.7,4699.7,NA
"7261",1973-11-01,4634.8,4634.8,4634.8,4634.8,NA
"7262",1973-11-02,4665.9,4665.9,4665.9,4665.9,NA
"7263",1973-11-05,4677,4677,4677,4677,NA
"7264",1973-11-06,4616.6,4616.6,4616.6,4616.6,NA
"7265",1973-11-07,4632.4,4632.4,4632.4,4632.4,NA
"7266",1973-11-08,4660.6,4660.6,4660.6,4660.6,NA
"7267",1973-11-09,4649,4649,4649,4649,NA
"7268",1973-11-12,4510.3,4510.3,4510.3,4510.3,NA
"7269",1973-11-13,4428.4,4428.4,4428.4,4428.4,NA
"7270",1973-11-14,4473.8,4473.8,4473.8,4473.8,NA
"7271",1973-11-15,4444.9,4444.9,4444.9,4444.9,NA
"7272",1973-11-16,4388.1,4388.1,4388.1,4388.1,NA
"7273",1973-11-19,4450.9,4450.9,4450.9,4450.9,NA
"7274",1973-11-20,4441.9,4441.9,4441.9,4441.9,NA
"7275",1973-11-21,4371.5,4371.5,4371.5,4371.5,NA
"7276",1973-11-26,4371.7,4371.7,4371.7,4371.7,NA
"7277",1973-11-27,4288.8,4288.8,4288.8,4288.8,NA
"7278",1973-11-28,4352.7,4352.7,4352.7,4352.7,NA
"7279",1973-11-29,4401.4,4401.4,4401.4,4401.4,NA
"7280",1973-11-30,4461.8,4461.8,4461.8,4461.8,NA
"7281",1973-12-03,4510.5,4510.5,4510.5,4510.5,NA
"7282",1973-12-04,4447.9,4447.9,4447.9,4447.9,NA
"7283",1973-12-05,4434.1,4434.1,4434.1,4434.1,NA
"7284",1973-12-06,4336.3,4336.3,4336.3,4336.3,NA
"7285",1973-12-07,4253.8,4253.8,4253.8,4253.8,NA
"7286",1973-12-10,4165.1,4165.1,4165.1,4165.1,NA
"7287",1973-12-11,4135.9,4135.9,4135.9,4135.9,NA
"7288",1973-12-12,4097.1,4097.1,4097.1,4097.1,NA
"7289",1973-12-13,4033.1,4033.1,4033.1,4033.1,NA
"7290",1973-12-14,4037.9,4037.9,4037.9,4037.9,NA
"7291",1973-12-17,4041.4,4041.4,4041.4,4041.4,NA
"7292",1973-12-18,3958.5,3958.5,3958.5,3958.5,NA
"7293",1973-12-19,3988.9,3988.9,3988.9,3988.9,NA
"7294",1973-12-20,4028.4,4028.4,4028.4,4028.4,NA
"7295",1973-12-21,4157.1,4157.1,4157.1,4157.1,NA
"7296",1973-12-24,4028.4,4028.4,4028.4,4028.4,NA
"7297",1973-12-26,4256.8,4256.8,4256.8,4256.8,NA
"7298",1973-12-27,4234.3,4234.3,4234.3,4234.3,NA
"7299",1973-12-28,4306.8,4306.8,4306.8,4306.8,NA
"7300",1974-01-04,4259.2,4259.2,4259.2,4259.2,NA
"7301",1974-01-07,4180.7,4180.7,4180.7,4180.7,NA
"7302",1974-01-08,4194.2,4194.2,4194.2,4194.2,NA
"7303",1974-01-09,4195.2,4195.2,4195.2,4195.2,NA
"7304",1974-01-10,4151,4151,4151,4151,NA
"7305",1974-01-11,4171.1,4171.1,4171.1,4171.1,NA
"7306",1974-01-14,4274.8,4274.8,4274.8,4274.8,NA
"7307",1974-01-16,4314.1,4314.1,4314.1,4314.1,NA
"7308",1974-01-17,4316.9,4316.9,4316.9,4316.9,NA
"7309",1974-01-18,4369.7,4369.7,4369.7,4369.7,NA
"7310",1974-01-21,4352.6,4352.6,4352.6,4352.6,NA
"7311",1974-01-22,4371.1,4371.1,4371.1,4371.1,NA
"7312",1974-01-23,4453.9,4453.9,4453.9,4453.9,NA
"7313",1974-01-24,4488,4488,4488,4488,NA
"7314",1974-01-25,4473.9,4473.9,4473.9,4473.9,NA
"7315",1974-01-28,4536.9,4536.9,4536.9,4536.9,NA
"7316",1974-01-29,4516.1,4516.1,4516.1,4516.1,NA
"7317",1974-01-30,4510.6,4510.6,4510.6,4510.6,NA
"7318",1974-01-31,4449.9,4449.9,4449.9,4449.9,NA
"7319",1974-02-01,4489.9,4489.9,4489.9,4489.9,NA
"7320",1974-02-04,4551.9,4551.9,4551.9,4551.9,NA
"7321",1974-02-05,4555,4555,4555,4555,NA
"7322",1974-02-06,4586.7,4586.7,4586.7,4586.7,NA
"7323",1974-02-07,4561.5,4561.5,4561.5,4561.5,NA
"7324",1974-02-08,4576.6,4576.6,4576.6,4576.6,NA
"7325",1974-02-12,4601.2,4601.2,4601.2,4601.2,NA
"7326",1974-02-13,4556.5,4556.5,4556.5,4556.5,NA
"7327",1974-02-14,4525.3,4525.3,4525.3,4525.3,NA
"7328",1974-02-15,4552.2,4552.2,4552.2,4552.2,NA
"7329",1974-02-19,4523.3,4523.3,4523.3,4523.3,NA
"7330",1974-02-20,4520.2,4520.2,4520.2,4520.2,NA
"7331",1974-02-21,4481.9,4481.9,4481.9,4481.9,NA
"7332",1974-02-22,4460.4,4460.4,4460.4,4460.4,NA
"7333",1974-02-25,4453,4453,4453,4453,NA
"7334",1974-02-26,4474.2,4474.2,4474.2,4474.2,NA
"7335",1974-02-27,4468.4,4468.4,4468.4,4468.4,NA
"7336",1974-02-28,4486.6,4486.6,4486.6,4486.6,NA
"7337",1974-03-01,4538.7,4538.7,4538.7,4538.7,NA
"7338",1974-03-04,4610.7,4610.7,4610.7,4610.7,NA
"7339",1974-03-05,4597.2,4597.2,4597.2,4597.2,NA
"7340",1974-03-06,4580.6,4580.6,4580.6,4580.6,NA
"7341",1974-03-07,4550.8,4550.8,4550.8,4550.8,NA
"7342",1974-03-08,4527,4527,4527,4527,NA
"7343",1974-03-11,4514.7,4514.7,4514.7,4514.7,NA
"7344",1974-03-12,4484,4484,4484,4484,NA
"7345",1974-03-13,4456.9,4456.9,4456.9,4456.9,NA
"7346",1974-03-14,4465.4,4465.4,4465.4,4465.4,NA
"7347",1974-03-15,4486.6,4486.6,4486.6,4486.6,NA
"7348",1974-03-18,4446.1,4446.1,4446.1,4446.1,NA
"7349",1974-03-19,4420.1,4420.1,4420.1,4420.1,NA
"7350",1974-03-20,4405.7,4405.7,4405.7,4405.7,NA
"7351",1974-03-22,4403.1,4403.1,4403.1,4403.1,NA
"7352",1974-03-25,4389.9,4389.9,4389.9,4389.9,NA
"7353",1974-03-26,4427.9,4427.9,4427.9,4427.9,NA
"7354",1974-03-27,4480.1,4480.1,4480.1,4480.1,NA
"7355",1974-03-28,4470.3,4470.3,4470.3,4470.3,NA
"7356",1974-03-29,4466.1,4466.1,4466.1,4466.1,NA
"7357",1974-04-01,4486.3,4486.3,4486.3,4486.3,NA
"7358",1974-04-02,4454.5,4454.5,4454.5,4454.5,NA
"7359",1974-04-03,4443.9,4443.9,4443.9,4443.9,NA
"7360",1974-04-04,4403.6,4403.6,4403.6,4403.6,NA
"7361",1974-04-05,4424.1,4424.1,4424.1,4424.1,NA
"7362",1974-04-08,4448.4,4448.4,4448.4,4448.4,NA
"7363",1974-04-09,4447.9,4447.9,4447.9,4447.9,NA
"7364",1974-04-10,4444.8,4444.8,4444.8,4444.8,NA
"7365",1974-04-11,4461.9,4461.9,4461.9,4461.9,NA
"7366",1974-04-15,4573.5,4573.5,4573.5,4573.5,NA
"7367",1974-04-16,4533.7,4533.7,4533.7,4533.7,NA
"7368",1974-04-17,4583,4583,4583,4583,NA
"7369",1974-04-18,4600.4,4600.4,4600.4,4600.4,NA
"7370",1974-04-19,4613.5,4613.5,4613.5,4613.5,NA
"7371",1974-04-22,4608.3,4608.3,4608.3,4608.3,NA
"7372",1974-04-23,4585.2,4585.2,4585.2,4585.2,NA
"7373",1974-04-24,4571.3,4571.3,4571.3,4571.3,NA
"7374",1974-04-25,4554.3,4554.3,4554.3,4554.3,NA
"7375",1974-04-26,4576.4,4576.4,4576.4,4576.4,NA
"7376",1974-04-30,4632.3,4632.3,4632.3,4632.3,NA
"7377",1974-05-01,4614.3,4614.3,4614.3,4614.3,NA
"7378",1974-05-02,4684.7,4684.7,4684.7,4684.7,NA
"7379",1974-05-07,4680.8,4680.8,4680.8,4680.8,NA
"7380",1974-05-08,4706.4,4706.4,4706.4,4706.4,NA
"7381",1974-05-09,4694.3,4694.3,4694.3,4694.3,NA
"7382",1974-05-10,4695,4695,4695,4695,NA
"7383",1974-05-13,4704.4,4704.4,4704.4,4704.4,NA
"7384",1974-05-14,4684.9,4684.9,4684.9,4684.9,NA
"7385",1974-05-15,4666,4666,4666,4666,NA
"7386",1974-05-16,4677.3,4677.3,4677.3,4677.3,NA
"7387",1974-05-17,4703.9,4703.9,4703.9,4703.9,NA
"7388",1974-05-20,4680.5,4680.5,4680.5,4680.5,NA
"7389",1974-05-21,4717.9,4717.9,4717.9,4717.9,NA
"7390",1974-05-22,4752.3,4752.3,4752.3,4752.3,NA
"7391",1974-05-23,4754.2,4754.2,4754.2,4754.2,NA
"7392",1974-05-24,4709.6,4709.6,4709.6,4709.6,NA
"7393",1974-05-28,4748.9,4748.9,4748.9,4748.9,NA
"7394",1974-05-29,4778.3,4778.3,4778.3,4778.3,NA
"7395",1974-05-30,4750.4,4750.4,4750.4,4750.4,NA
"7396",1974-05-31,4772.7,4772.7,4772.7,4772.7,NA
"7397",1974-06-03,4771.9,4771.9,4771.9,4771.9,NA
"7398",1974-06-04,4747,4747,4747,4747,NA
"7399",1974-06-05,4781.4,4781.4,4781.4,4781.4,NA
"7400",1974-06-06,4782.3,4782.3,4782.3,4782.3,NA
"7401",1974-06-07,4729.2,4729.2,4729.2,4729.2,NA
"7402",1974-06-10,4640.4,4640.4,4640.4,4640.4,NA
"7403",1974-06-11,4698.4,4698.4,4698.4,4698.4,NA
"7404",1974-06-12,4720.6,4720.6,4720.6,4720.6,NA
"7405",1974-06-13,4692.5,4692.5,4692.5,4692.5,NA
"7406",1974-06-14,4685.1,4685.1,4685.1,4685.1,NA
"7407",1974-06-17,4686,4686,4686,4686,NA
"7408",1974-06-18,4688.5,4688.5,4688.5,4688.5,NA
"7409",1974-06-19,4709.5,4709.5,4709.5,4709.5,NA
"7410",1974-06-20,4705.2,4705.2,4705.2,4705.2,NA
"7411",1974-06-21,4666.7,4666.7,4666.7,4666.7,NA
"7412",1974-06-24,4659.9,4659.9,4659.9,4659.9,NA
"7413",1974-06-25,4650.4,4650.4,4650.4,4650.4,NA
"7414",1974-06-26,4671.5,4671.5,4671.5,4671.5,NA
"7415",1974-06-27,4643.2,4643.2,4643.2,4643.2,NA
"7416",1974-06-28,4602.9,4602.9,4602.9,4602.9,NA
"7417",1974-07-01,4622.1,4622.1,4622.1,4622.1,NA
"7418",1974-07-02,4599.5,4599.5,4599.5,4599.5,NA
"7419",1974-07-03,4573.8,4573.8,4573.8,4573.8,NA
"7420",1974-07-05,4626.7,4626.7,4626.7,4626.7,NA
"7421",1974-07-08,4562.5,4562.5,4562.5,4562.5,NA
"7422",1974-07-09,4507,4507,4507,4507,NA
"7423",1974-07-10,4580.5,4580.5,4580.5,4580.5,NA
"7424",1974-07-11,4576.4,4576.4,4576.4,4576.4,NA
"7425",1974-07-12,4527.6,4527.6,4527.6,4527.6,NA
"7426",1974-07-15,4479.9,4479.9,4479.9,4479.9,NA
"7427",1974-07-16,4525,4525,4525,4525,NA
"7428",1974-07-17,4522.1,4522.1,4522.1,4522.1,NA
"7429",1974-07-18,4492.8,4492.8,4492.8,4492.8,NA
"7430",1974-07-19,4516.8,4516.8,4516.8,4516.8,NA
"7431",1974-07-22,4529.2,4529.2,4529.2,4529.2,NA
"7432",1974-07-23,4518.2,4518.2,4518.2,4518.2,NA
"7433",1974-07-24,4536.5,4536.5,4536.5,4536.5,NA
"7434",1974-07-25,4552.4,4552.4,4552.4,4552.4,NA
"7435",1974-07-26,4545,4545,4545,4545,NA
"7436",1974-07-29,4498.2,4498.2,4498.2,4498.2,NA
"7437",1974-07-30,4465,4465,4465,4465,NA
